,鄉鎮名稱,村里名稱,用電量_2011,用電量_2012,用電量_2013,用電量_2014,用電量_2015,population_2011,population_2012,population_2013,population_2014,population_2015,人均用電量_2011,人均用電量_2012,人均用電量_2013,人均用電量_2014
142,中山區,新福里,738725.0,802653.0,692938.0,801380.0,805960,5190.0,5196.0,5193.0,5233.0,5233.0,142.33622350674375,154.47517321016167,133.4369343346813,153.13969042614178
143,中山區,聚盛里,208725.0,249453.0,226895.0,232321.0,226942,3916.0,4051.0,4168.0,4236.0,4236.0,53.300561797752806,61.57812885707233,54.437380038387715,54.844428706326724
144,中山區,正得里,16091.0,14526.0,3612.0,4869.0,26769,3593.0,3682.0,3745.0,3789.0,3789.0,4.478430281102143,3.9451385116784357,0.9644859813084112,1.2850356294536818
145,中山區,下埤里,1238.0,,11744.0,13741.0,18974,7698.0,7799.0,7837.0,7888.0,7888.0,0.16082099246557546,,1.498532601760878,1.7420131845841784
146,中山區,康樂里,1059778.0,1128257.0,1030727.0,1132698.0,1167050,2484.0,2575.0,2668.0,2684.0,2684.0,426.6417069243156,438.15805825242717,386.3294602698651,422.01862891207156
147,中山區,圓山里,4080.0,1061.0,3839.0,1975.0,16462,4210.0,4331.0,4420.0,4451.0,4451.0,0.9691211401425178,0.24497806511198336,0.868552036199095,0.4437205122444394
148,中山區,新喜里,,72.0,,4000.0,--,5460.0,5516.0,5524.0,5564.0,5564.0,,0.01305293691080493,,0.7189072609633357
149,中山區,聚葉里,,569.0,,5640.0,6120,3835.0,3914.0,3927.0,3980.0,3980.0,,0.1453755748594788,,1.4170854271356783
150,中山區,新生里,,,,2373.0,3146,5022.0,5063.0,5083.0,5175.0,5175.0,,,,0.45855072463768115
151,中山區,行仁里,,,8778.0,19214.0,19316,8397.0,8402.0,8468.0,8484.0,8484.0,,,1.0366084081247047,2.2647336162187646
152,中山區,行孝里,,,,,10,4158.0,4179.0,4218.0,4198.0,4198.0,,,,
153,中山區,龍洲里,,,,733.0,12575,5195.0,5229.0,5215.0,5212.0,5212.0,,,,0.1406369915579432
154,中山區,朱園里,,6067.0,17530.0,17582.0,17360,4394.0,4531.0,4602.0,4691.0,4691.0,,1.3389980136835136,3.809213385484572,3.7480281389895547
155,中山區,復華里,,,6720.0,40800.0,18273,4724.0,4806.0,4833.0,4864.0,4864.0,,,1.3904407200496587,8.388157894736842
156,中山區,興亞里,308.0,842.0,7140.0,15363.0,4983,5268.0,5331.0,5424.0,5404.0,5404.0,0.058466211085801065,0.157944100543988,1.3163716814159292,2.8428941524796447
157,中山區,集英里,42405.0,41162.0,56089.0,57843.0,11110,7243.0,7343.0,7385.0,7454.0,7454.0,5.854618252105481,5.605610785782377,7.594989844278944,7.759994633753689
158,中山區,行政里,13731.0,12744.0,27940.0,29537.0,96824,7718.0,7685.0,7695.0,7730.0,7730.0,1.7790878465923814,1.658295380611581,3.630929174788824,3.821086675291074
159,中山區,埤頭里,496448.0,623944.0,562405.0,553593.0,529439,3579.0,3607.0,3607.0,3541.0,3541.0,138.71137189158983,172.98142500693098,155.92043249237594,156.3380401016662
160,中山區,中山里,1920113.0,1961497.0,1915235.0,1980433.0,1991454,5918.0,6142.0,6264.0,6424.0,6424.0,324.4530246704968,319.3580267014002,305.75271392081737,308.2865815691158
161,中山區,松江里,908539.0,1057020.0,912266.0,1058856.0,1005125,6760.0,6828.0,6879.0,6959.0,6959.0,134.39926035502958,154.8066783831283,132.61607791830207,152.1563443023423
162,中山區,中原里,1516251.0,586.0,1425584.0,1458136.0,1525606,5047.0,5089.0,5097.0,5128.0,5128.0,300.4261937784823,0.11515032422872863,279.69079850892683,284.34789391575663
163,中山區,正義里,2116614.0,2154665.0,2183083.0,2212474.0,2260168,4994.0,5250.0,5335.0,5368.0,5368.0,423.83139767721264,410.41238095238094,409.20018744142453,412.15983606557376
164,中山區,正守里,864378.0,904034.0,904194.0,914695.0,914074,3178.0,3209.0,3239.0,3300.0,3300.0,271.9880427942102,281.7182923028981,279.15838221673357,277.18030303030304
165,中山區,恆安里,1823320.0,1985568.0,1707900.0,1888430.0,1921470,4303.0,4449.0,4678.0,4834.0,4834.0,423.73227980478737,446.2953472690492,365.0919196237708,390.6557716177079
166,中山區,劍潭里,929882.0,896844.0,818140.0,828491.0,855187,3892.0,3888.0,3895.0,3899.0,3899.0,238.9213771839671,230.66975308641975,210.0487804878049,212.4880738650936
167,中山區,金泰里,2568284.0,2603028.0,2597089.0,2653929.0,2686725,7563.0,7619.0,7709.0,7801.0,7801.0,339.5853497289435,341.64956030975196,336.8905175768582,340.2036918343802
168,中山區,大直里,2218648.0,2160165.0,1552186.0,1592372.0,2345811,10326.0,10340.0,10319.0,10316.0,10316.0,214.86035250823164,208.9134429400387,150.42019575540266,154.35944164404808
169,中正區,螢圃里,478844.0,1018349.0,1021578.0,1046175.0,1022298,5543.0,5602.0,5692.0,5709.0,5709.0,86.38715497023273,181.78311317386647,179.4761068165847,183.25013137151865
170,中正區,網溪里,185488.0,693951.0,694105.0,710863.0,676496,5808.0,5868.0,5933.0,5993.0,5993.0,31.9366391184573,118.26022494887526,116.99056126748694,118.61555147672284
171,中正區,忠勤里,1182713.0,1182510.0,1161088.0,1188720.0,1185056,6948.0,6984.0,7025.0,6983.0,6983.0,170.2235175590098,169.31701030927834,165.2794306049822,170.23055993126164
172,中正區,黎明里,1695267.0,1784601.0,1625298.0,,1625007,3634.0,3644.0,3609.0,3622.0,3622.0,466.5016510731976,489.73682766191,450.3458021612635,
173,中正區,愛國里,675580.0,708557.0,623157.0,649745.0,621377,3728.0,3775.0,3739.0,3668.0,3668.0,181.21781115879827,187.69721854304635,166.6640813051618,177.13876772082878
174,中正區,文祥里,1529163.0,1532468.0,1500311.0,1505299.0,1526589,8574.0,8493.0,8496.0,8523.0,8523.0,178.34884534639608,180.43894972330153,176.59027777777777,176.61609761820955
175,中正區,幸市里,3930.0,31344.0,36352.0,37018.0,35630,4533.0,4586.0,4612.0,4689.0,4689.0,0.8669755129053607,6.8347143480157,7.882046834345187,7.894647046278524
176,中正區,梅花里,1551740.0,1577699.0,1539979.0,1543531.0,1379692,3300.0,3289.0,3321.0,3367.0,3367.0,470.22424242424245,479.68957129826697,463.7094248720265,458.42916542916544
177,中正區,螢雪里,958780.0,980515.0,990254.0,1006404.0,990294,4583.0,4574.0,4607.0,4589.0,4589.0,209.2035784420685,214.36707477044163,214.94551769047104,219.30791022009151
178,中正區,頂東里,1568584.0,1594812.0,1468609.0,1529243.0,1563282,6008.0,6117.0,6220.0,6262.0,6262.0,261.0825565912117,260.71799901912703,236.11077170418005,244.20999680613224
179,中正區,三愛里,2166873.0,2206470.0,2326605.0,2336922.0,2330624,8650.0,8694.0,8725.0,8861.0,8861.0,250.50554913294798,253.79227053140096,266.6595988538682,263.7311815822142
180,中正區,河堤里,1173504.0,1184541.0,1110246.0,1150778.0,1214615,4478.0,4507.0,4645.0,4731.0,4731.0,262.05984814649395,262.8224983359219,239.01959095801936,243.2420207144367
181,中正區,文盛里,,,,2431.0,4280,2725.0,2735.0,2741.0,2754.0,2754.0,,,,0.8827160493827161
182,中正區,東門里,,34.0,,,569,4607.0,4573.0,4595.0,4505.0,4505.0,,0.007434944237918215,,
183,中正區,永功里,2020.0,2700.0,2573.0,2558.0,3612,6653.0,6750.0,6771.0,6776.0,6776.0,0.3036224259732452,0.4,0.38000295377344556,0.3775088547815821
184,中正區,永昌里,1583.0,1222.0,1104.0,1023.0,1421,5159.0,5182.0,5244.0,5242.0,5242.0,0.30684241132002327,0.23581628714781938,0.21052631578947367,0.195154521175124
185,中正區,龍興里,,1.0,,,28892,4566.0,4596.0,4613.0,4545.0,4545.0,,0.0002175805047867711,,
186,中正區,林興里,607.0,526.0,243.0,1990.0,11826,4818.0,4707.0,4963.0,4965.0,4965.0,0.12598588625985888,0.11174845974081156,0.04896232117670764,0.40080563947633435
187,中正區,水源里,,18.0,,3973.0,4762,3131.0,3154.0,3097.0,3079.0,3079.0,,0.0057070386810399495,,1.2903540110425462
188,中正區,富水里,,218.0,,,46,2984.0,2856.0,2927.0,2715.0,2715.0,,0.07633053221288516,,
189,中正區,幸福里,711.0,465.0,2691.0,2785.0,1392,4893.0,4937.0,4965.0,4976.0,4976.0,0.14530962599632127,0.0941867530889204,0.5419939577039274,0.5596864951768489
190,中正區,龍光里,,,,,--,3952.0,3912.0,3965.0,3981.0,3981.0,,,,
191,中正區,龍福里,,,,,7240,8489.0,8520.0,8259.0,8196.0,8196.0,,,,
192,中正區,文北里,423364.0,439212.0,408662.0,435662.0,416169,5689.0,5749.0,5751.0,5764.0,5764.0,74.41799964844436,76.39798225778397,71.05929403581986,75.58327550312283
193,中正區,建國里,176625.0,182135.0,160828.0,167173.0,168009,1638.0,1629.0,1708.0,1732.0,1732.0,107.82967032967034,111.80785758133824,94.1615925058548,96.52020785219399
194,中正區,板溪里,139337.0,139021.0,131407.0,136921.0,148956,3418.0,3459.0,3460.0,3492.0,3492.0,40.76565242832066,40.191095692396644,37.97890173410405,39.209908361970214
195,中正區,南福里,14445.0,15580.0,18412.0,17742.0,52370,10828.0,10954.0,11064.0,11153.0,11153.0,1.3340413742149981,1.4223114843892641,1.6641359363702097,1.5907827490361337
196,中正區,光復里,113873.0,131417.0,126237.0,129058.0,144095,4173.0,4162.0,4165.0,4234.0,4234.0,27.28804217589264,31.575444497837577,30.309003601440576,30.481341521020312
197,中正區,廈安里,643554.0,643560.0,620779.0,649801.0,690826,4643.0,4740.0,4833.0,4920.0,4920.0,138.60736592720224,135.77215189873417,128.4458928201945,132.07337398373983
198,中正區,南門里,588610.0,628818.0,566861.0,614051.0,628997,3118.0,3126.0,3072.0,3036.0,3036.0,188.7780628608082,201.1573896353167,184.52506510416666,202.25658761528328
199,中正區,新營里,1841375.0,1861853.0,1898762.0,1929308.0,1773606,10178.0,10280.0,10323.0,10326.0,10326.0,180.91717429750443,181.11410505836577,183.9350963867093,186.83982180902575
200,大同區,建功里,478713.0,500925.0,487593.0,509020.0,480986,4832.0,4882.0,4900.0,4833.0,4833.0,99.07139900662251,102.60651372388365,99.50877551020409,105.32174632733292
201,大同區,光能里,968845.0,991659.0,962163.0,965511.0,943571,5321.0,5417.0,5521.0,5569.0,5569.0,182.07949633527534,183.06424220047998,174.27332005071545,173.37241874663314
202,大同區,保安里,812224.0,831006.0,778044.0,847630.0,833621,4279.0,4257.0,4300.0,4342.0,4342.0,189.81631222248188,195.2093023255814,180.94046511627906,195.21649009672961
203,大同區,老師里,966588.0,1086570.0,1023359.0,1113577.0,1019858,6024.0,6139.0,6209.0,6302.0,6302.0,160.4561752988048,176.9946245316827,164.81865034627154,176.70215804506506
204,大同區,雙連里,1548856.0,1631632.0,1513624.0,1634200.0,1505562,10330.0,10401.0,10434.0,10427.0,10427.0,149.9376573088093,156.87260840303816,145.06651332183247,156.72772609571305
205,大同區,玉泉里,516272.0,519090.0,520682.0,519808.0,533162,3216.0,3264.0,3214.0,3264.0,3264.0,160.53233830845772,159.03492647058823,162.00435594275046,159.2549019607843
206,大同區,民權里,1266133.0,1348496.0,1286098.0,1463660.0,1393608,6540.0,6787.0,6912.0,7041.0,7041.0,193.59831804281345,198.68808015323413,186.0674189814815,207.87672205652606
207,大同區,國慶里,797342.0,814800.0,680280.0,747399.0,685929,4353.0,4478.0,4456.0,4533.0,4533.0,183.1706868826097,181.9562304600268,152.6660682226212,164.87954996690934
208,大同區,星明里,1073604.0,1105653.0,1135972.0,,1150735,5869.0,6086.0,6210.0,6318.0,6318.0,182.9279263929119,181.6715412421952,182.92624798711756,
209,大同區,永樂里,1416209.0,1466605.0,1444651.0,1470009.0,1501814,5758.0,5750.0,5734.0,5717.0,5717.0,245.9550191038555,255.06173913043477,251.94471573072897,257.12943851670457
210,大同區,至聖里,986695.0,1007603.0,980665.0,1055376.0,995782,7604.0,8043.0,8194.0,8292.0,8292.0,129.75999473961073,125.27701106552281,119.68086404686356,127.27641099855282
211,大同區,南芳里,,19.0,,,83,4020.0,4120.0,4215.0,4262.0,4262.0,,0.004611650485436893,,
212,大同區,揚雅里,,38.0,,,251,4273.0,4365.0,4348.0,4367.0,4367.0,,0.00870561282932417,,
213,大同區,斯文里,,32.0,,,--,5427.0,5489.0,5525.0,5564.0,5564.0,,0.005829841501184187,,
214,大同區,建泰里,376.0,121.0,6520.0,7320.0,3840,3884.0,3933.0,3984.0,4042.0,4042.0,0.09680741503604531,0.030765319094838546,1.6365461847389557,1.8109846610588818
215,大同區,隆和里,,,4576.0,3914.0,10196,3243.0,3225.0,3208.0,3274.0,3274.0,,,1.42643391521197,1.1954795357361025
216,大同區,蓬萊里,,,,,9138,4936.0,5060.0,5070.0,5105.0,5105.0,,,,
217,大同區,景星里,382.0,798.0,676.0,761.0,46090,2851.0,2882.0,2941.0,2917.0,2917.0,0.13398807435987373,0.2768910478834143,0.22985379122747365,0.2608844703462461
218,大同區,大有里,14092.0,28960.0,20592.0,21788.0,19891,5146.0,5211.0,5165.0,5172.0,5172.0,2.738437621453556,5.557474573018615,3.986834462729913,4.212683681361176
219,大同區,延平里,1856.0,970.0,963.0,2889.0,7303,4198.0,4205.0,4242.0,4290.0,4290.0,0.4421152929966651,0.23067776456599287,0.22701555869872703,0.6734265734265734
220,大同區,鄰江里,1053222.0,1271343.0,1130783.0,1203368.0,1087402,6456.0,6529.0,6585.0,6675.0,6675.0,163.13847583643124,194.72246898453056,171.72103264996204,180.2798501872659
221,大同區,國順里,15455.0,16251.0,15446.0,17263.0,13992,3134.0,3123.0,3129.0,3120.0,3120.0,4.931397574984046,5.203650336215178,4.936401406200064,5.533012820512821
222,大同區,建明里,12040.0,11560.0,11842.0,30069.0,40519,3529.0,3573.0,3605.0,3608.0,3608.0,3.411731368659677,3.235376434368878,3.284882108183079,8.333980044345898
223,大同區,重慶里,1226733.0,1305437.0,1225370.0,1376102.0,1238829,7029.0,7168.0,7273.0,7336.0,7336.0,174.524541186513,182.1201171875,168.48205692286538,187.5820610687023
224,大同區,朝陽里,1314581.0,1340992.0,1323627.0,1312605.0,1278941,4388.0,4422.0,4446.0,4603.0,4603.0,299.58546034639926,303.25463591135235,297.7118758434548,285.1629372148599
225,萬華區,新和里,1421872.0,1362655.0,1334825.0,1369628.0,1522067,8194.0,8148.0,8217.0,8877.0,8877.0,173.52599463021724,167.23797250859107,162.44675672386515,154.28951222259772
226,萬華區,日善里,721.0,719.0,658.0,694.0,1302,4004.0,3977.0,3945.0,3963.0,3963.0,0.18006993006993008,0.18078953985416144,0.1667934093789607,0.1751198586929094
227,萬華區,頂碩里,1510021.0,1532891.0,1512391.0,1542753.0,1486206,7773.0,7874.0,7868.0,7726.0,7726.0,194.2648912903641,194.67754635509272,192.22051347229282,199.683277245664
228,萬華區,西門里,779963.0,881321.0,919744.0,940836.0,898464,4013.0,3975.0,3992.0,4064.0,4064.0,194.35908298031399,221.7159748427673,230.39679358717436,231.50492125984252
229,萬華區,萬壽里,1059709.0,1066512.0,1111612.0,1192422.0,1125726,3434.0,3519.0,3574.0,3641.0,3641.0,308.59318578916714,303.07246376811594,311.0274202574147,327.49848942598186
230,萬華區,新忠里,585188.0,543073.0,600516.0,624529.0,635322,3111.0,3338.0,3552.0,3683.0,3683.0,188.10286081645773,162.6941282204913,169.0641891891892,169.57073038284008
231,萬華區,柳鄉里,660189.0,678851.0,633033.0,667751.0,663508,5498.0,5566.0,5620.0,5689.0,5689.0,120.07802837395417,121.96388789076536,112.63932384341636,117.37581297240288
232,萬華區,華江里,1753877.0,1765181.0,1614066.0,1690188.0,1661944,8749.0,8726.0,8776.0,8857.0,8857.0,200.46599611384158,202.2898235159294,183.91818596171376,190.83075533476347
233,萬華區,雙園里,866903.0,907694.0,902886.0,915566.0,898860,4890.0,5002.0,5060.0,5112.0,5112.0,177.28077709611452,181.46621351459416,178.43596837944665,179.10133020344287
234,萬華區,富民里,149329.0,148521.0,146460.0,155466.0,168408,5455.0,5453.0,5470.0,5397.0,5397.0,27.374702108157653,27.23656702732441,26.775137111517367,28.806003335186215
235,萬華區,綠堤里,838287.0,842213.0,778340.0,810064.0,820647,4752.0,4743.0,4703.0,4617.0,4617.0,176.40719696969697,177.5696816360953,165.49861790346588,175.45245830625947
236,萬華區,凌霄里,748648.0,721993.0,715513.0,707452.0,693101,3960.0,4019.0,4031.0,4003.0,4003.0,189.05252525252524,179.64493655138094,177.50260481270158,176.73045216087934
237,萬華區,錦德里,1214165.0,1205992.0,1155226.0,1177680.0,1180215,5603.0,5710.0,5775.0,5786.0,5786.0,216.69908977333571,211.20700525394045,200.0391341991342,203.53957829243
238,萬華區,忠貞里,806204.0,863104.0,839765.0,853849.0,841358,5157.0,5188.0,5216.0,5165.0,5165.0,156.3319759550126,166.36545875096377,160.99789110429447,165.31442400774444
239,萬華區,菜園里,631465.0,655448.0,646250.0,670813.0,700203,6141.0,6151.0,6137.0,6311.0,6311.0,102.82771535580524,106.55958380751098,105.30389441094998,106.29266360323246
240,萬華區,騰雲里,632973.0,632297.0,609111.0,617505.0,594886,3143.0,3124.0,3116.0,3127.0,3127.0,201.391345847916,202.39980793854033,195.47849807445442,197.47521586184843
241,萬華區,青山里,544676.0,604687.0,588023.0,,544067,5973.0,5970.0,6018.0,5974.0,5974.0,91.18968692449356,101.28760469011725,97.7107012296444,
242,萬華區,糖廍里,1222663.0,1226484.0,1142211.0,1224088.0,1251678,,,,,,,,,
243,萬華區,孝德里,211112.0,209073.0,206913.0,203530.0,209460,3376.0,3447.0,3492.0,3539.0,3539.0,62.53317535545024,60.65361183637946,59.25343642611684,57.510596213619664
244,萬華區,富福里,990381.0,1018083.0,949832.0,1024621.0,1053152,6114.0,6290.0,6304.0,6374.0,6374.0,161.98577036310107,161.85739268680445,150.67131979695432,160.75007844367744
245,萬華區,忠德里,879467.0,863084.0,844441.0,870019.0,852720,4716.0,4714.0,4656.0,4693.0,4693.0,186.48579304495334,183.08952057700466,181.36619415807561,185.38653313445556
246,萬華區,福音里,322470.0,343229.0,331357.0,345775.0,362706,3660.0,3718.0,3717.0,3708.0,3708.0,88.10655737704919,92.31549220010758,89.14635458703255,93.25107874865157
247,萬華區,福星里,5061.0,3746.0,4983.0,23748.0,22599,5558.0,5579.0,5729.0,5760.0,5760.0,0.9105793450881612,0.6714464957877756,0.8697853028451736,4.122916666666667
248,萬華區,和德里,1632.0,3358.0,1044.0,6028.0,3891,7457.0,7619.0,7681.0,7674.0,7674.0,0.21885476733270753,0.44074025462659144,0.13591980210910037,0.7855095126400834
249,萬華區,全德里,,44.0,,2016.0,1677,4459.0,4443.0,4446.0,4440.0,4440.0,,0.00990321854602746,,0.4540540540540541
250,萬華區,保德里,,,,,--,3215.0,3394.0,3482.0,3518.0,3518.0,,,,
251,萬華區,銘德里,,24.0,,,1930,4833.0,4911.0,4909.0,4923.0,4923.0,,0.004886988393402566,,
252,萬華區,榮德里,,71165.0,,,--,3884.0,3872.0,3821.0,3827.0,3827.0,,18.379390495867767,,
253,萬華區,壽德里,,,,,2531,5630.0,5650.0,5643.0,5623.0,5623.0,,,,
254,萬華區,興德里,,37.0,,6839.0,11482,5086.0,5094.0,5151.0,5220.0,5220.0,,0.0072634471927758145,,1.310153256704981
255,萬華區,華中里,,28.0,3128.0,2495.0,--,6330.0,6351.0,6356.0,6492.0,6492.0,,0.004408754526846166,0.4921334172435494,0.3843191620455946
256,萬華區,新起里,,265.0,12569.0,15719.0,93468,6764.0,6787.0,6808.0,6814.0,6814.0,,0.03904523353469869,1.8462103407755581,2.306868212503669
257,萬華區,和平里,675.0,947.0,855.0,3803.0,1200,7254.0,7272.0,7257.0,7200.0,7200.0,0.09305210918114144,0.13022552255225522,0.11781727986771393,0.5281944444444444
258,萬華區,日祥里,79749.0,79666.0,76706.0,79302.0,76858,5805.0,5876.0,5843.0,5783.0,5783.0,13.737984496124032,13.55786249149081,13.127845284956358,13.712951755144388
259,萬華區,仁德里,380659.0,409656.0,380774.0,417404.0,436252,4592.0,4780.0,4830.0,4814.0,4814.0,82.89612369337979,85.7020920502092,78.8351966873706,86.70627336933943
260,萬華區,新安里,748168.0,751172.0,745000.0,747765.0,748796,6522.0,6584.0,6526.0,6538.0,6538.0,114.7145047531432,114.09052247873633,114.15874961691695,114.37213215050474
261,文山區,萬興里,736598.0,2115596.0,2084837.0,2093510.0,2029616,8620.0,8606.0,8784.0,8873.0,8873.0,85.4522041763341,245.82802695793632,237.34483151183971,235.94162064690636
262,文山區,樟新里,1101063.0,1145610.0,1130583.0,1217113.0,1135140,5928.0,6046.0,6048.0,5996.0,5996.0,185.73937246963564,189.48230234866028,186.93501984126985,202.9874916611074
263,文山區,樟腳里,1208158.0,1232593.0,1145288.0,1246664.0,1172667,5794.0,5886.0,5917.0,5988.0,5988.0,208.51881256472214,209.41097519537885,193.55889809024845,208.1937207748831
264,文山區,木新里,1884901.0,1940770.0,1795105.0,1891938.0,1869236,10049.0,10221.0,10347.0,10443.0,10443.0,187.57100208976019,189.8806379023579,173.4903836860926,181.1680551565642
265,文山區,試院里,1720604.0,,1550350.0,1623966.0,1538559,7038.0,7152.0,7220.0,7266.0,7266.0,244.47342995169083,,214.72991689750694,223.50206440957885
266,文山區,明義里,962431.0,786916.0,887228.0,912270.0,863864,4886.0,4882.0,4736.0,4643.0,4643.0,196.97728203029064,161.18721835313397,187.33699324324326,196.48287744992462
267,文山區,明興里,1456884.0,1422536.0,1396227.0,,1387252,7110.0,7153.0,7211.0,7244.0,7244.0,204.90632911392404,198.87264084999302,193.624601303564,
268,文山區,樟林里,1701878.0,1758071.0,1034935.0,1146763.0,1057166,8758.0,8855.0,8913.0,8902.0,8902.0,194.3226764101393,198.5399209486166,116.11522495231684,128.82082678049878
269,文山區,順興里,1430223.0,1382940.0,1390197.0,1399254.0,1403938,7579.0,7774.0,7880.0,8118.0,8118.0,188.70866868980076,177.89297658862876,176.42093908629442,172.36437546193645
270,文山區,興家里,1508523.0,1491843.0,1412423.0,1461032.0,1442952,7750.0,7862.0,7977.0,7937.0,7937.0,194.64812903225805,189.75362503179852,177.06192804312397,184.0786191256142
271,文山區,老泉里,138892.0,164520.0,164877.0,188366.0,171899,955.0,977.0,1002.0,983.0,983.0,145.4366492146597,168.39303991811667,164.54790419161677,191.6236012207528
272,文山區,萬芳里,1965721.0,1947424.0,1830469.0,1896919.0,1910459,8226.0,8236.0,8247.0,8337.0,8337.0,238.96438123024555,236.45264691597862,221.95574148175095,227.5301667266403
273,文山區,忠順里,952885.0,922332.0,913008.0,924694.0,996454,3885.0,3910.0,3993.0,4025.0,4025.0,245.27284427284428,235.89053708439897,228.65214124718256,229.7376397515528
274,文山區,萬美里,1741542.0,1725116.0,1664548.0,1731182.0,1757590,7284.0,7342.0,7359.0,7548.0,7548.0,239.09143327841846,234.96540452192863,226.1921456719663,229.35638579756227
275,文山區,興昌里,160302.0,159552.0,143008.0,149421.0,139657,6978.0,7001.0,6997.0,7047.0,7047.0,22.972484952708513,22.78988715897729,20.43847363155638,21.203490847169007
276,文山區,政大里,1545930.0,2107914.0,2125437.0,2180140.0,2209229,6929.0,7225.0,7515.0,7733.0,7733.0,223.11011689998557,291.7528027681661,282.8259481037924,281.9268071899651
277,文山區,樟文里,1235950.0,1234602.0,1121289.0,1254777.0,1142469,6531.0,6596.0,6613.0,6663.0,6663.0,189.24360741080997,187.17434808975136,169.55829426886436,188.32012606933813
278,文山區,興邦里,,8880.0,,,--,4542.0,4672.0,4735.0,4865.0,4865.0,,1.9006849315068493,,
279,文山區,樟樹里,946565.0,930227.0,920153.0,924567.0,911971,5066.0,5091.0,5107.0,5178.0,5178.0,186.8466245558626,182.71989785896682,180.17485803798706,178.55677867902665
280,文山區,興業里,,,,,--,5515.0,5574.0,5614.0,5607.0,5607.0,,,,
281,文山區,興安里,,,,,--,6762.0,6803.0,6864.0,6820.0,6820.0,,,,
282,文山區,興福里,,,,,--,6457.0,6408.0,6356.0,6342.0,6342.0,,,,
283,文山區,興旺里,,,,,--,8065.0,8251.0,8435.0,8517.0,8517.0,,,,
284,文山區,興泰里,,,,6094.0,--,4000.0,3966.0,4042.0,4066.0,4066.0,,,,1.49877029021151
285,文山區,景行里,,,6960.0,6876.0,--,7054.0,7140.0,7233.0,7500.0,7500.0,,,0.9622563251762754,0.9168
286,文山區,景東里,,,,,--,7723.0,7744.0,7694.0,7721.0,7721.0,,,,
287,文山區,景美里,,,2600.0,1040.0,69,5418.0,5415.0,5471.0,5554.0,5554.0,,,0.4752330469749589,0.18725243068059055
288,文山區,景慶里,,297.0,312.0,254.0,1956,7152.0,7160.0,7180.0,7046.0,7046.0,,0.0414804469273743,0.043454038997214485,0.036048822026681804
289,文山區,景仁里,,,,,--,4906.0,4983.0,5010.0,5104.0,5104.0,,,,
290,文山區,景華里,,,8120.0,9840.0,--,6263.0,6268.0,6324.0,6246.0,6246.0,,,1.2839974699557242,1.5754082612872238
291,文山區,萬有里,,,,,2440,5606.0,5686.0,5749.0,5871.0,5871.0,,,,
292,文山區,萬祥里,,75.0,,,--,4875.0,4967.0,4904.0,4972.0,4972.0,,0.015099657741091201,,
293,文山區,萬隆里,,,,11200.0,1893,7804.0,7798.0,7743.0,7713.0,7713.0,,,,1.4520938674964345
294,文山區,萬年里,,,,,--,5415.0,5569.0,5627.0,5679.0,5679.0,,,,
295,文山區,萬和里,,,,,2495,2991.0,3263.0,3312.0,3367.0,3367.0,,,,
