,鄉鎮名稱,村里名稱,用電量_2011,用電量_2012,用電量_2013,用電量_2014,用電量_2015,population_2011,population_2012,population_2013,population_2014,population_2015,人均用電量_2011,人均用電量_2012,人均用電量_2013,人均用電量_2014
296,文山區,萬盛里,,,18840.0,21960.0,--,4757.0,4795.0,4875.0,4969.0,4969.0,,,3.8646153846153846,4.419400281746831
297,文山區,興豐里,,,5160.0,5680.0,--,4940.0,4936.0,4941.0,5088.0,5088.0,,,1.0443230115361264,1.1163522012578617
298,文山區,興光里,285542.0,265629.0,263977.0,285464.0,337249,3620.0,3614.0,3679.0,3697.0,3697.0,78.87900552486188,73.5,71.75237836368578,77.21503922099
299,文山區,指南里,889398.0,1006642.0,921139.0,1004948.0,1057054,3427.0,3560.0,3694.0,3862.0,3862.0,259.52669973737966,282.76460674157306,249.3608554412561,260.2143966856551
300,文山區,興得里,219321.0,,186110.0,188525.0,189446,6330.0,6355.0,6324.0,6319.0,6319.0,34.6478672985782,,29.429158760278305,29.83462573191961
301,文山區,華興里,2379417.0,468169.0,2175689.0,2259047.0,2213456,9005.0,9033.0,9101.0,9187.0,9187.0,264.2328706274292,51.82873906786228,239.0604329194594,245.89604876455863
302,文山區,博嘉里,1345881.0,1397660.0,1370622.0,1420782.0,1369636,5495.0,5578.0,5718.0,5822.0,5822.0,244.9282984531392,250.56651129437074,239.70304302203567,244.03675712813467
303,文山區,木柵里,2099793.0,2175503.0,2106143.0,2165771.0,2107433,8954.0,8957.0,8850.0,9063.0,9063.0,234.5089345543891,242.88299653901976,237.98225988700565,238.96844312037956
304,南港區,東新里,1332735.0,1326501.0,1227864.0,1355260.0,1276246,7205.0,7395.0,7494.0,7668.0,7668.0,184.9736294240111,179.37809330628804,163.84627702161728,176.74230568596766
305,南港區,仁福里,,1185466.0,1139138.0,1154279.0,1084211,5849.0,5847.0,5910.0,5997.0,5997.0,,202.74773388062255,192.74754653130287,192.47607136901783
306,南港區,南港里,1164596.0,1213608.0,1252260.0,1275963.0,1508665,6610.0,6711.0,6758.0,6713.0,6713.0,176.18698940998488,180.83862315601252,185.30038472920984,190.07343959481602
307,南港區,新富里,51426.0,49020.0,51016.0,56678.0,43996,4215.0,4254.0,4221.0,4257.0,4257.0,12.200711743772242,11.52327221438646,12.086235489220563,13.314070941977919
308,南港區,中南里,22292.0,28002.0,31699.0,30925.0,23292,4178.0,4129.0,4061.0,4027.0,4027.0,5.335567257060795,6.781787357713732,7.80571287860133,7.679413955798361
309,南港區,舊莊里,,705.0,2704.0,3288.0,78,9671.0,9728.0,9792.0,9837.0,9837.0,,0.07247121710526316,0.2761437908496732,0.3342482464165904
310,南港區,中研里,,,871.0,,--,9396.0,9475.0,9448.0,9564.0,9564.0,,,0.09218882303132939,
311,南港區,九如里,,,,,--,6486.0,6682.0,6730.0,6733.0,6733.0,,,,
312,南港區,重陽里,1314128.0,1382604.0,1331960.0,1383298.0,1491863,4636.0,4354.0,4411.0,5352.0,5352.0,283.4616048317515,317.5480018373909,301.9632736340966,258.4637518684604
313,南港區,東明里,1165552.0,1186480.0,1119957.0,1258696.0,1044966,5679.0,5694.0,5753.0,4962.0,4962.0,205.23895051945766,208.3737267298911,194.67356162002434,253.6670697299476
314,南港區,新光里,2729.0,1164.0,7961.0,7322.0,451,3926.0,3944.0,3947.0,3998.0,3998.0,0.695109526235354,0.295131845841785,2.0169749176589815,1.831415707853927
315,南港區,玉成里,1055346.0,1169.0,1041864.0,1039198.0,1104698,5112.0,5167.0,5187.0,5207.0,5207.0,206.44483568075117,0.2262434681633443,200.8606130711394,199.57710773958132
316,南港區,聯成里,1072123.0,1059164.0,1048780.0,1075555.0,1007382,5348.0,5411.0,5407.0,5429.0,5429.0,200.4717651458489,195.74274625762337,193.9670797114851,198.11291213851538
317,南港區,百福里,1087814.0,1035750.0,992491.0,1001474.0,1006608,5322.0,5437.0,5520.0,5607.0,5607.0,204.39947388199926,190.50027588743794,179.79909420289854,178.61137863385053
318,南港區,成福里,1133526.0,1157879.0,1123904.0,1144118.0,1341043,6722.0,7560.0,7811.0,7872.0,7872.0,168.62927700089259,153.15859788359788,143.88733836896685,145.3401930894309
319,南港區,合成里,1755884.0,1718444.0,1578008.0,,1467224,7100.0,7240.0,7176.0,7217.0,7217.0,247.3076056338028,237.35414364640883,219.90078037904124,
320,南港區,鴻福里,1081142.0,1054148.0,868069.0,907685.0,904292,4751.0,4772.0,4778.0,4859.0,4859.0,227.5609345400968,220.90276613579212,181.68041021347844,186.80489812718668
321,南港區,西新里,1093603.0,484727.0,912585.0,965174.0,929965,4994.0,4978.0,5041.0,5070.0,5070.0,218.9833800560673,97.37384491763761,181.03253322753423,190.3696252465483
322,南港區,萬福里,1075014.0,1066865.0,926775.0,946645.0,937230,4269.0,4289.0,4292.0,4359.0,4359.0,251.81869290231904,248.74446257868968,215.93080149114633,217.17022252810278
323,南港區,三重里,1168625.0,1314838.0,1439707.0,1680651.0,1837920,4662.0,5423.0,6015.0,6529.0,6529.0,250.67031317031316,242.4558362529965,239.3527847049044,257.4132332669628
324,內湖區,西湖里,432070.0,1972240.0,2097813.0,2255635.0,2076983,7805.0,7870.0,7796.0,7837.0,7837.0,55.35810377962844,250.6022871664549,269.0883786557209,287.81868061758325
325,內湖區,西康里,1837232.0,2919784.0,2900634.0,3001602.0,2740854,9192.0,9386.0,9459.0,9629.0,9629.0,199.87293298520453,311.07862774344767,306.6533460196638,311.72520510956485
326,內湖區,瑞光里,945580.0,931514.0,912011.0,912220.0,921317,4748.0,4778.0,4833.0,4820.0,4820.0,199.15332771693343,194.9589786521557,188.70494516863232,189.25726141078837
327,內湖區,港華里,1806948.0,1772842.0,1750585.0,1769175.0,1781525,9151.0,9333.0,9491.0,9559.0,9559.0,197.45907551087313,189.95414121932927,184.44684437888526,185.07950622450048
328,內湖區,金湖里,248.0,156.0,243.0,293.0,259,10008.0,10119.0,10346.0,10402.0,10402.0,0.02478017585931255,0.015416543136673585,0.02348733810168181,0.028167660065372045
329,內湖區,康寧里,,172.0,,,--,9426.0,9544.0,9644.0,9568.0,9568.0,,0.01802179379715004,,
330,內湖區,明湖里,,,,,--,5453.0,5591.0,5760.0,5874.0,5874.0,,,,
331,內湖區,蘆洲里,,,,,--,1278.0,1313.0,1316.0,1338.0,1338.0,,,,
332,內湖區,安湖里,,,,,5960,8382.0,8454.0,8400.0,8450.0,8450.0,,,,
333,內湖區,秀湖里,,13000.0,,,--,6400.0,6442.0,6477.0,6457.0,6457.0,,2.018006830176964,,
334,內湖區,安泰里,,,,37.0,--,5585.0,5721.0,5757.0,5847.0,5847.0,,,,0.006328031469129468
335,內湖區,寶湖里,103152.0,99102.0,98705.0,103962.0,97908,7072.0,7995.0,8195.0,8511.0,8511.0,14.585972850678733,12.395497185741089,12.044539353264186,12.215015861825872
336,內湖區,南湖里,,,179.0,5685.0,171,5624.0,5834.0,5866.0,6003.0,6003.0,,,0.030514831230821684,0.9470264867566217
337,內湖區,五分里,,53.0,,14720.0,--,11517.0,11576.0,11772.0,11795.0,11795.0,,0.0045784381478921905,,1.2479864349300551
338,內湖區,東湖里,,,5640.0,6858.0,1138,9093.0,9047.0,8956.0,8879.0,8879.0,,,0.6297454220634212,0.7723842775087285
339,內湖區,樂康里,,,3882.0,3146.0,--,9072.0,8928.0,9187.0,9292.0,9292.0,,,0.4225536083596386,0.33857081360309943
340,內湖區,內溝里,,,,,--,4991.0,5004.0,5060.0,5061.0,5061.0,,,,
341,內湖區,紫星里,,,1342.0,3637.0,2036,8267.0,8195.0,8249.0,8309.0,8309.0,,,0.16268638622863377,0.43771813695992295
342,內湖區,大湖里,,,3715.0,13207.0,8480,5504.0,5548.0,5647.0,5724.0,5724.0,,,0.6578714361607934,2.3073025856044724
343,內湖區,碧山里,,3661.0,120.0,3649.0,2673,7275.0,7310.0,7319.0,7378.0,7378.0,,0.5008207934336525,0.016395682470282825,0.49457847655191106
344,內湖區,紫雲里,,,,1848.0,1356,6067.0,6096.0,6130.0,6177.0,6177.0,,,,0.29917435648373
345,內湖區,清白里,,,,4120.0,26440,8222.0,8336.0,8502.0,8628.0,8628.0,,,,0.4775150672229949
346,內湖區,葫洲里,254.0,,80.0,88.0,--,7694.0,7758.0,7720.0,7799.0,7799.0,0.03301273719781648,,0.010362694300518135,0.011283497884344146
347,內湖區,金龍里,98608.0,96574.0,108170.0,114610.0,219346,5638.0,5586.0,5597.0,5668.0,5668.0,17.489890031926215,17.28857858933047,19.326424870466322,20.220536344389554
348,內湖區,西安里,1471211.0,1453617.0,1463919.0,,1456592,6701.0,6818.0,6797.0,6876.0,6876.0,219.55096254290405,213.2028454092109,215.37722524643226,
349,內湖區,湖元里,1672724.0,1922709.0,1941438.0,2424178.0,2599613,5617.0,5756.0,5812.0,5807.0,5807.0,297.79668862382056,334.0356150104239,334.0395732966277,417.45789564318926
350,內湖區,湖濱里,2198494.0,2192777.0,2172718.0,2227548.0,2131541,8458.0,8486.0,8529.0,8507.0,8507.0,259.9307164814377,258.3993636577893,254.74475319498183,261.8488303749853
351,內湖區,港都里,1168900.0,1232608.0,1163671.0,1236082.0,1233652,5669.0,5747.0,5932.0,5941.0,5941.0,206.19156817780913,214.4785105272316,196.16840863115306,208.0595859282949
352,內湖區,港墘里,1572866.0,1892524.0,1799099.0,1917831.0,1924432,6250.0,6331.0,6369.0,6403.0,6403.0,251.65856,298.9297109461381,282.4774689904224,299.5206934249571
353,內湖區,行善里,1473651.0,905.0,1396478.0,1438059.0,1387403,6653.0,6798.0,6808.0,6871.0,6871.0,221.5017285435142,0.1331273904089438,205.12309048178614,209.2939892300975
354,內湖區,紫陽里,1880900.0,1927456.0,1800535.0,1885953.0,1799271,8073.0,8077.0,8218.0,8415.0,8415.0,232.9864982038895,238.63513680822086,219.096495497688,224.1180035650624
355,內湖區,金瑞里,591136.0,594515.0,605738.0,620512.0,456494,6941.0,7061.0,7043.0,7070.0,7070.0,85.16582624981992,84.196997592409,86.00567939798381,87.76690240452616
356,內湖區,麗山里,1316159.0,1300233.0,1270272.0,1326227.0,1454066,5906.0,6079.0,6167.0,6288.0,6288.0,222.85116830342025,213.8892910018095,205.97892005837522,210.9139631043257
357,內湖區,港富里,2175653.0,2114116.0,2130672.0,2148471.0,1978425,9892.0,10026.0,10041.0,10097.0,10097.0,219.94065911847957,210.86335527628168,212.19719151478935,212.7831038922452
358,內湖區,瑞陽里,1838560.0,1845707.0,1750432.0,1826339.0,1693941,8147.0,8112.0,8164.0,8215.0,8215.0,225.67325395851233,227.52798323471401,214.40862322390984,222.3175897748022
359,內湖區,石潭里,602811.0,219146.0,793444.0,917298.0,1055563,2857.0,3247.0,3455.0,3690.0,3690.0,210.994399719986,67.49183862026486,229.65094066570188,248.59024390243903
360,內湖區,內湖里,1524104.0,1530597.0,1481017.0,1534445.0,1246446,6054.0,6099.0,6043.0,6095.0,6095.0,251.75156921043938,250.95868175110675,245.07976170776104,251.75471698113208
361,內湖區,湖興里,1642404.0,1764869.0,1564508.0,1712325.0,1374437,8386.0,8704.0,8660.0,8820.0,8820.0,195.85070355354162,202.76528033088235,180.65912240184758,194.14115646258503
362,內湖區,週美里,1609019.0,265449.0,1852991.0,2000368.0,1993775,6584.0,6920.0,7325.0,7667.0,7667.0,244.38320170109355,38.359682080924856,252.96805460750852,260.90622146863177
363,士林區,福德里,1333259.0,1361166.0,1488460.0,1518752.0,1519852,6262.0,6239.0,6128.0,6034.0,6034.0,212.91264771638455,218.17054015066518,242.894908616188,251.69903878024527
364,士林區,福安里,761608.0,820925.0,751589.0,821819.0,782465,4953.0,5022.0,5006.0,4977.0,4977.0,153.76700989299414,163.4657506969335,150.13763483819417,165.1233674904561
365,士林區,永福里,299204.0,344247.0,311505.0,309333.0,323031,1353.0,1336.0,1361.0,1338.0,1338.0,221.14116777531413,257.66991017964074,228.87950036737692,231.19058295964126
366,士林區,芝山里,131755.0,130825.0,128259.0,128816.0,133864,7928.0,7956.0,7945.0,7956.0,7956.0,16.618945509586275,16.44356460532931,16.143360604153557,16.191050779286073
367,士林區,福順里,1120324.0,1135572.0,1058496.0,1068614.0,1094904,5338.0,5449.0,5549.0,5642.0,5642.0,209.87710753091045,208.40007340796475,190.754370156785,189.40340304856434
368,士林區,承德里,1458865.0,1487675.0,1400745.0,1482197.0,1685553,5857.0,5892.0,5967.0,6015.0,6015.0,249.08058733139833,252.49066530889343,234.7486173956762,246.41679135494596
369,士林區,天母里,,504.0,391.0,629.0,3415,7062.0,7142.0,7084.0,7147.0,7147.0,,0.07056846821618594,0.05519480519480519,0.0880089548062124
370,士林區,天山里,,,,4554.0,--,7570.0,7600.0,7512.0,7402.0,7402.0,,,,0.6152391245609294
371,士林區,天玉里,,,9760.0,26710.0,12720,9249.0,9281.0,9312.0,9346.0,9346.0,,,1.0481099656357389,2.857907126043227
372,士林區,德行里,,5334.0,11011.0,32021.0,18581,4503.0,4555.0,4604.0,4580.0,4580.0,,1.171020856201976,2.3916159860990445,6.991484716157205
373,士林區,德華里,,397.0,6414.0,8145.0,5241,5978.0,5948.0,5956.0,5964.0,5964.0,,0.06674512441156691,1.0768972464741438,1.3656941649899397
374,士林區,聖山里,,,,,--,5426.0,5376.0,5367.0,5391.0,5391.0,,,,
375,士林區,忠誠里,,,,2367.0,10334,5803.0,5892.0,6000.0,5994.0,5994.0,,,,0.3948948948948949
376,士林區,公館里,,40.0,40.0,40.0,40,1470.0,1455.0,1469.0,1494.0,1494.0,,0.027491408934707903,0.02722940776038121,0.02677376171352075
377,士林區,新安里,,,,6760.0,--,2142.0,2132.0,2125.0,2094.0,2094.0,,,,3.2282712511938874
378,士林區,平等里,,,40.0,40.0,40,1522.0,1510.0,1523.0,1537.0,1537.0,,,0.026263952724885097,0.026024723487312947
379,士林區,東山里,,1.0,,,--,5599.0,5543.0,5556.0,5509.0,5509.0,,0.00018040772145047808,,
380,士林區,三玉里,,,10570.0,9484.0,--,5884.0,6047.0,6082.0,6205.0,6205.0,,,1.7379151594870108,1.5284448025785657
381,士林區,蘭雅里,,,,,7712,8910.0,8973.0,9012.0,9144.0,9144.0,,,,
382,士林區,蘭興里,,,,15032.0,16253,6765.0,6812.0,6860.0,6870.0,6870.0,,,,2.1880640465793304
383,士林區,天福里,,,1090.0,879.0,--,6641.0,6645.0,6728.0,6690.0,6690.0,,,0.16200951248513673,0.131390134529148
384,士林區,天祿里,,24.0,,2360.0,1680,5336.0,5366.0,5397.0,5546.0,5546.0,,0.004472605292582929,,0.425531914893617
385,士林區,天壽里,,,,10451.0,--,5237.0,5290.0,5276.0,5342.0,5342.0,,,,1.9563833770123549
386,士林區,天和里,,,,,3863,8332.0,8228.0,8185.0,8109.0,8109.0,,,,
387,士林區,名山里,308.0,330.0,,,--,7500.0,7468.0,7532.0,7522.0,7522.0,0.04106666666666667,0.04418853776111409,,
388,士林區,社園里,1307826.0,538130.0,1210577.0,1277850.0,1253073,7748.0,7837.0,7859.0,7811.0,7811.0,168.79530201342283,68.66530560163328,154.03702761165542,163.5962104724107
389,士林區,岩山里,123195.0,128752.0,125950.0,126326.0,127836,3622.0,3710.0,3709.0,3662.0,3662.0,34.012976256212035,34.70404312668464,33.957940145591806,34.49645002730748
390,士林區,葫東里,814044.0,872785.0,782921.0,795033.0,812803,4048.0,4118.0,4182.0,4295.0,4295.0,201.09782608695653,211.9439048081593,187.21209947393592,185.10663562281724
391,士林區,富洲里,990666.0,998385.0,908304.0,962396.0,892050,5799.0,5784.0,5802.0,5857.0,5857.0,170.83393688566994,172.61151452282158,156.55015511892452,164.31551989072904
392,士林區,義信里,924013.0,976977.0,1007408.0,1023999.0,1049196,3579.0,3552.0,3466.0,3452.0,3452.0,258.1763062307907,275.0498310810811,290.6543566070398,296.6393395133256
393,士林區,菁山里,346616.0,353251.0,333629.0,320294.0,349757,1741.0,1735.0,1720.0,1714.0,1714.0,199.09017805858701,203.6028818443804,193.97034883720931,186.8693115519253
394,士林區,福佳里,1884615.0,1860903.0,1760701.0,1755572.0,1812318,8188.0,8286.0,8286.0,8346.0,8346.0,230.1679286761114,224.58399710354814,212.49106927347333,210.34890965732086
395,士林區,福林里,741751.0,898315.0,869738.0,933962.0,919034,3293.0,3267.0,3250.0,3232.0,3232.0,225.2508351047677,274.96632996632997,267.6116923076923,288.97339108910893
396,士林區,溪山里,463359.0,486708.0,444803.0,480278.0,463954,1474.0,1489.0,1496.0,1521.0,1521.0,314.35481682496606,326.8690396239087,297.3282085561497,315.7646285338593
397,士林區,永倫里,1459138.0,956553.0,1310399.0,1410911.0,1375736,7396.0,7509.0,7605.0,7741.0,7741.0,197.28745267712276,127.38753495805034,172.3075608152531,182.2646944839168
398,士林區,陽明里,1882121.0,1960169.0,1885086.0,,1956860,3112.0,3135.0,3164.0,3146.0,3146.0,604.7946658097686,625.25326953748,595.79203539823,
399,士林區,葫蘆里,1377930.0,1414371.0,1243636.0,1356488.0,1268634,7913.0,7971.0,7985.0,8144.0,8144.0,174.13496777454822,177.43959352653368,155.74652473387602,166.56286836935166
400,士林區,社子里,1205899.0,5120.0,1140707.0,1161287.0,1163967,6680.0,6817.0,6836.0,6802.0,6802.0,180.52380239520957,0.7510635176763972,166.86761263897017,170.72728609232578
401,士林區,臨溪里,1469998.0,1439292.0,1363865.0,1378324.0,1425409,3077.0,3075.0,3071.0,3054.0,3054.0,477.73740656483585,468.06243902439024,444.111038749593,451.3176162409954
402,士林區,舊佳里,1357630.0,1457979.0,1245587.0,1323713.0,1323325,6321.0,6351.0,6384.0,6398.0,6398.0,214.78088909982597,229.56683986773737,195.1107456140351,206.8948108783995
403,士林區,社新里,1690795.0,120.0,1635920.0,1612862.0,1584762,8900.0,9171.0,9221.0,9328.0,9328.0,189.97696629213482,0.013084723585214262,177.41242815312873,172.90544596912522
404,士林區,仁勇里,1207824.0,1247861.0,1157109.0,1146028.0,1125099,4309.0,4349.0,4339.0,4290.0,4290.0,280.30262241819446,286.93055874913773,266.6764231389721,267.1393939393939
405,士林區,福中里,1456916.0,1425707.0,1379434.0,1403193.0,1408067,7203.0,7327.0,7389.0,7501.0,7501.0,202.26516729140636,194.58263955234065,186.68750845851943,187.06745767231035
406,士林區,後港里,1825599.0,1782953.0,1646965.0,1657445.0,1724990,8415.0,8496.0,8562.0,8610.0,8610.0,216.9458110516934,209.8579331450094,192.35750992758702,192.50232288037165
407,士林區,百齡里,1372700.0,1369807.0,1193837.0,1248934.0,1211050,7729.0,7718.0,7739.0,7722.0,7722.0,177.6038297321775,177.48211972013476,154.2624370073653,161.73711473711472
408,士林區,福志里,1910348.0,1892610.0,1717454.0,1865711.0,1818880,7831.0,7876.0,7954.0,7921.0,7921.0,243.94687779338526,240.30091416962927,215.9233090269047,235.53983082944072
409,士林區,前港里,1063270.0,1122407.0,1078623.0,1147994.0,948328,4884.0,4855.0,4849.0,4893.0,4893.0,217.7047502047502,231.1857878475798,222.44235924932977,234.61966073983243
410,士林區,翠山里,788345.0,764054.0,657893.0,700101.0,678599,2835.0,2826.0,2802.0,2772.0,2772.0,278.0758377425044,270.3658881811748,234.7940756602427,252.5616883116883
411,士林區,富光里,1095492.0,1091295.0,1035129.0,1037976.0,1053697,6262.0,6296.0,6297.0,6308.0,6308.0,174.94282976684767,173.33148030495553,164.38446879466412,164.54914394419785
412,士林區,明勝里,1083369.0,1079015.0,1003888.0,1047643.0,1059251,5123.0,5180.0,5167.0,5217.0,5217.0,211.47159867265273,208.30405405405406,194.28836849235535,200.8133026643665
413,士林區,福華里,1238683.0,1234166.0,1095376.0,1122484.0,1091361,6970.0,7007.0,7072.0,6870.0,6870.0,177.71635581061693,176.1332952761524,154.8891402714932,163.3892285298399
414,北投區,湖山里,481065.0,684625.0,682338.0,678546.0,623931,1879.0,1852.0,1815.0,1836.0,1836.0,256.02182011708356,369.6679265658747,375.94380165289255,369.578431372549
415,北投區,洲美里,174256.0,,196408.0,,220950,2198.0,2199.0,2211.0,2256.0,2256.0,79.27934485896269,,88.8322026232474,
416,北投區,泉源里,541315.0,612757.0,575714.0,582309.0,657189,2518.0,2501.0,2557.0,2518.0,2518.0,214.97815726767274,245.0047980807677,225.15213140398905,231.25853852263702
417,北投區,湖田里,201737.0,237492.0,228603.0,240950.0,227908,1021.0,1003.0,1014.0,1099.0,1099.0,197.58765915768853,236.78165503489532,225.4467455621302,219.24476797088263
418,北投區,永和里,55017.0,55987.0,49092.0,59117.0,51698,9358.0,9409.0,9438.0,9563.0,9563.0,5.879140842060269,5.950366670209374,5.201525746980292,6.1818467008261
419,北投區,大同里,2938.0,7160.0,10041.0,9709.0,104802,6205.0,6266.0,6297.0,6283.0,6283.0,0.4734891216760677,1.1426747526332588,1.59456884230586,1.5452809167595098
420,北投區,八仙里,3840.0,3840.0,8434.0,9056.0,5353,5655.0,5663.0,5700.0,5780.0,5780.0,0.6790450928381963,0.6780858202366237,1.4796491228070174,1.5667820069204152
421,北投區,一德里,586.0,2273.0,535.0,506.0,439,7045.0,7225.0,7361.0,7541.0,7541.0,0.08317955997161107,0.3146020761245675,0.07268034234479011,0.0670998541307519
422,北投區,關渡里,,,40.0,6913.0,9360,11309.0,11435.0,11571.0,11823.0,11823.0,,,0.003456918157462622,0.58470777298486
423,北投區,桃源里,400.0,399.0,,,5169,5806.0,5946.0,6128.0,6314.0,6314.0,0.06889424733034792,0.06710393541876893,,
424,北投區,大屯里,,,,,69,1248.0,1255.0,1260.0,1243.0,1243.0,,,,
425,北投區,豐年里,,,,,--,4732.0,4883.0,4892.0,4938.0,4938.0,,,,
426,北投區,清江里,,120.0,120.0,13480.0,12400,9795.0,9804.0,9789.0,9805.0,9805.0,,0.012239902080783354,0.01225865767698437,1.3748087710351862
427,北投區,永欣里,,,,20320.0,--,8096.0,8106.0,8122.0,8161.0,8161.0,,,,2.4898909447371644
428,北投區,永明里,,,,,1456,5215.0,5279.0,5322.0,5314.0,5314.0,,,,
429,北投區,東華里,,40.0,40.0,40.0,40,4869.0,4816.0,4849.0,4753.0,4753.0,,0.008305647840531562,0.008249123530624871,0.008415737428992216
430,北投區,吉利里,,,,,2411,7513.0,7551.0,7511.0,7614.0,7614.0,,,,
431,北投區,吉慶里,,102.0,,,--,5682.0,5683.0,5729.0,5793.0,5793.0,,0.017948266760513813,,
432,北投區,尊賢里,,,,,--,5120.0,5088.0,5132.0,5149.0,5149.0,,,,
433,北投區,立賢里,,,,,49640,5884.0,5965.0,5936.0,5979.0,5979.0,,,,
434,北投區,立農里,,1327.0,,,88,9588.0,9702.0,9710.0,9707.0,9707.0,,0.1367759224902082,,
435,北投區,建民里,,,,,17028,4116.0,4150.0,4220.0,4489.0,4489.0,,,,
436,北投區,文林里,,,,,--,4589.0,4546.0,4448.0,4427.0,4427.0,,,,
437,北投區,石牌里,,,,,336,5541.0,5624.0,5709.0,5745.0,5745.0,,,,
438,北投區,福興里,,,,4143.0,16636,7556.0,7577.0,7646.0,7628.0,7628.0,,,,0.5431305715783954
439,北投區,榮光里,,,3601.0,3075.0,--,7897.0,8014.0,8078.0,8144.0,8144.0,,,0.44577865808368405,0.3775785854616896
440,北投區,榮華里,,,,,16892,7950.0,7932.0,7931.0,7986.0,7986.0,,,,
441,北投區,裕民里,,,,,4720,7908.0,7985.0,7949.0,8025.0,8025.0,,,,
442,北投區,振華里,,,,,--,8104.0,8074.0,8148.0,8151.0,8151.0,,,,
443,北投區,中央里,2604.0,2502.0,3261.0,4721.0,84791,9142.0,9210.0,9217.0,9251.0,9251.0,0.28483920367534454,0.2716612377850163,0.3538027557773679,0.5103232083018052
444,北投區,稻香里,19149.0,214.0,44225.0,49982.0,80098,5157.0,5208.0,5224.0,5294.0,5294.0,3.7132053519488073,0.04109062980030722,8.46573506891271,9.441254250094447
445,北投區,秀山里,1230.0,2105.0,2050.0,2269.0,1343,3468.0,3472.0,3484.0,3505.0,3505.0,0.3546712802768166,0.606278801843318,0.5884041331802525,0.647360912981455
446,北投區,奇岩里,624871.0,2370379.0,2239232.0,2320413.0,2212825,9945.0,9974.0,9878.0,9876.0,9876.0,62.83267973856209,237.65580509324244,226.6888034014983,234.95473876063184
447,北投區,中和里,273114.0,271241.0,267722.0,277390.0,459689,5187.0,5258.0,5270.0,5254.0,5254.0,52.65355696934644,51.58634461772537,50.8011385199241,52.79596497906357
448,北投區,長安里,1300143.0,804011.0,1274232.0,1303075.0,1213795,6211.0,6257.0,6345.0,6429.0,6429.0,209.32909354371276,128.49784241649354,200.82458628841607,202.6870430860165
449,北投區,溫泉里,1165391.0,1389535.0,1331897.0,1343246.0,1357982,6882.0,7006.0,7030.0,7000.0,7000.0,169.3390002906132,198.334998572652,189.45903271692745,191.89228571428572
450,北投區,開明里,1402518.0,1440733.0,1313314.0,1441781.0,1224132,6520.0,6654.0,6727.0,6791.0,6791.0,215.1101226993865,216.5213405470394,195.2302660918686,212.30761301722868
451,北投區,中心里,1571371.0,1369921.0,1526192.0,1568142.0,1397138,6391.0,6503.0,6539.0,6636.0,6636.0,245.8724769206697,210.65984930032292,233.39837895702706,236.30831826401447
452,北投區,文化里,772572.0,1047.0,720138.0,723098.0,670308,4562.0,4558.0,4560.0,4622.0,4622.0,169.34940815431827,0.22970601140851252,157.925,156.4469926438771
453,北投區,林泉里,926059.0,886590.0,857231.0,873492.0,770528,3418.0,3434.0,3498.0,3559.0,3559.0,270.9359274429491,258.17996505532903,245.06317895940538,245.43186288283226
454,北投區,智仁里,1107881.0,675589.0,1038053.0,1065011.0,848322,6445.0,6554.0,6585.0,6648.0,6648.0,171.8977501939488,103.08040891058896,157.6390280941534,160.20021058965102
455,北投區,中庸里,848560.0,840895.0,800590.0,817033.0,599948,4565.0,4571.0,4614.0,4591.0,4591.0,185.88389923329683,183.96302778385473,173.51322063285653,177.96406011762144
456,,,,,,,,5750.0,5764.0,5759.0,5783.0,5783.0,,,,
